file,label
DFDC/dfdc_train_part_37/swbkiqkbaz.mp4,deepfake
DFDC/dfdc_train_part_37/vftkjmozdj.mp4,deepfake
DFDC/dfdc_train_part_38/nrkhloopau.mp4,deepfake
DFDC/dfdc_train_part_38/dxpqnkmhby.mp4,deepfake
DFDC/dfdc_train_part_39/akhzndtglc.mp4,deepfake
DFDC/dfdc_train_part_39/alvqhgaeeu.mp4,deepfake
DFDC/dfdc_train_part_4/bjqjyplccn.mp4,deepfake
DFDC/dfdc_train_part_4/idvdwmuiyg.mp4,deepfake
DFDC/dfdc_train_part_40/glbriatpsy.mp4,deepfake
DFDC/dfdc_train_part_40/hngbppnrys.mp4,deepfake
DFDC/dfdc_train_part_41/ixesiknxjz.mp4,deepfake
DFDC/dfdc_train_part_41/pcpkiaeylj.mp4,deepfake
DFDC/dfdc_train_part_42/oxeupoccru.mp4,deepfake
DFDC/dfdc_train_part_42/lueanpvcqp.mp4,deepfake
DFDC/dfdc_train_part_43/vhphtddasg.mp4,deepfake
DFDC/dfdc_train_part_43/aofqqeiisz.mp4,deepfake
DFDC/dfdc_train_part_44/xwokqgizgw.mp4,deepfake
DFDC/dfdc_train_part_44/pphtxhdwjf.mp4,deepfake
DFDC/dfdc_train_part_45/tzzwqaxtrk.mp4,deepfake
DFDC/dfdc_train_part_45/ykwcfpxysc.mp4,deepfake
DFDC/dfdc_train_part_46/cqdyheoqhn.mp4,deepfake
DFDC/dfdc_train_part_46/zorspjgmyr.mp4,deepfake
DFDC/dfdc_train_part_47/fmuncwjpej.mp4,deepfake
DFDC/dfdc_train_part_47/wfdkvfpvbe.mp4,deepfake
DFDC/dfdc_train_part_48/efzotvfgsh.mp4,deepfake
DFDC/dfdc_train_part_48/bwpuxeqbso.mp4,deepfake
DFDC/dfdc_train_part_49/cubernsric.mp4,deepfake
DFDC/dfdc_train_part_49/ngygnxotbf.mp4,deepfake
DFDC/dfdc_train_part_5/baoyaflncn.mp4,deepfake
DFDC/dfdc_train_part_5/fmlrikvqcc.mp4,deepfake
DFDC/dfdc_train_part_6/mpyrpicmjq.mp4,deepfake
DFDC/dfdc_train_part_6/bzwtxeifuu.mp4,deepfake
DFDC/dfdc_train_part_7/nxhlsqkxfv.mp4,deepfake
DFDC/dfdc_train_part_7/rspzzovuct.mp4,deepfake
DFDC/dfdc_train_part_8/zxjgsupwsa.mp4,deepfake
DFDC/dfdc_train_part_8/clfkbhcgpj.mp4,deepfake
DFDC/dfdc_train_part_9/ywkfdktsfq.mp4,deepfake
DFDC/dfdc_train_part_9/umnujcpazm.mp4,deepfake
DFDC/dfdc_train_part_0/didzujjhtg.mp4,real
DFDC/dfdc_train_part_0/gcdtglsoqj.mp4,real
DFDC/dfdc_train_part_1/eyguqfmgzh.mp4,real
DFDC/dfdc_train_part_1/rmpbqeawlq.mp4,real
DFDC/dfdc_train_part_10/xgbxdiqays.mp4,real
DFDC/dfdc_train_part_10/mjzmlmeamj.mp4,real
DFDC/dfdc_train_part_11/biksijpktj.mp4,real
DFDC/dfdc_train_part_11/hjzwbsmiam.mp4,real
DFDC/dfdc_train_part_12/ahesnzswur.mp4,real
DFDC/dfdc_train_part_12/gpurfeajeg.mp4,real
DFDC/dfdc_train_part_13/jcqdpvjpph.mp4,real
DFDC/dfdc_train_part_13/qtoctusxyk.mp4,real
DFDC/dfdc_train_part_14/giqkvwisoa.mp4,real
DFDC/dfdc_train_part_14/thyoqkcvqq.mp4,real
DFDC/dfdc_train_part_15/cojtqauazp.mp4,real
DFDC/dfdc_train_part_15/ovgqrnnpbl.mp4,real
DFDC/dfdc_train_part_16/hzkpbreqrt.mp4,real
DFDC/dfdc_train_part_16/nnhgfalqfr.mp4,real
DFDC/dfdc_train_part_17/mofsviqutr.mp4,real
DFDC/dfdc_train_part_17/zdjdarpamb.mp4,real
DFDC/dfdc_train_part_18/rxkfayific.mp4,real
DFDC/dfdc_train_part_18/annmtetkqa.mp4,real
DFDC/dfdc_train_part_19/vdrotdezmh.mp4,real
DFDC/dfdc_train_part_19/qszvvljwav.mp4,real
DFDC/dfdc_train_part_2/ylxwcwhjjd.mp4,real
DFDC/dfdc_train_part_2/mdlwompdxe.mp4,real
DFDC/dfdc_train_part_20/kgruikspbz.mp4,real
DFDC/dfdc_train_part_20/gepmsfvfrm.mp4,real
DFDC/dfdc_train_part_21/gabvrvxcqc.mp4,real
DFDC/dfdc_train_part_21/ytwpcvjikh.mp4,real
DFDC/dfdc_train_part_22/deckvbmgtn.mp4,real
DFDC/dfdc_train_part_22/bduhuslewa.mp4,real
DFDC/dfdc_train_part_23/qzwgkrampj.mp4,real
DFDC/dfdc_train_part_23/aieqhlrbev.mp4,real
DFDC/dfdc_train_part_24/rcjxzkuxwc.mp4,real
DFDC/dfdc_train_part_24/ixyqxcokrs.mp4,real
DFDC/dfdc_train_part_25/lpxbacokot.mp4,real
DFDC/dfdc_train_part_25/pqeggwylbx.mp4,real
DFDC/dfdc_train_part_26/ylcwtghrqs.mp4,real
DFDC/dfdc_train_part_26/xfvodbanvx.mp4,real
DFDC/dfdc_train_part_27/rplfdwhyya.mp4,real
DFDC/dfdc_train_part_27/meardvctul.mp4,real
DFDC/dfdc_train_part_28/aelfnikyqj.mp4,real
DFDC/dfdc_train_part_28/rfesbewgwz.mp4,real
DFDC/dfdc_train_part_29/aatlprhwxl.mp4,real
DFDC/dfdc_train_part_29/dghebukypk.mp4,real
DFDC/dfdc_train_part_3/hbcasaspdr.mp4,real
DFDC/dfdc_train_part_3/hcnvjrbwyb.mp4,real
DFDC/dfdc_train_part_30/cgqolgmapv.mp4,real
DFDC/dfdc_train_part_30/thqevqbxwt.mp4,real
DFDC/dfdc_train_part_31/gaxvondfff.mp4,real
DFDC/dfdc_train_part_31/icaeqxcbgp.mp4,real
DFDC/dfdc_train_part_32/rzorqxynsl.mp4,real
DFDC/dfdc_train_part_32/ibmbevjtck.mp4,real
DFDC/dfdc_train_part_33/enneoqmjbk.mp4,real
DFDC/dfdc_train_part_33/bhifvlgump.mp4,real
DFDC/dfdc_train_part_34/nzpbjfippe.mp4,real
DFDC/dfdc_train_part_34/tcloaxofyu.mp4,real
DFDC/dfdc_train_part_35/avkeqerpsc.mp4,real
DFDC/dfdc_train_part_35/gzpyniwjiv.mp4,real
DFDC/dfdc_train_part_36/uvhxgaoieh.mp4,real
DFDC/dfdc_train_part_36/oyivoexwpp.mp4,real
DFDC/dfdc_train_part_37/uyoghxdsym.mp4,real
DFDC/dfdc_train_part_37/gikmxcttwc.mp4,real
DFDC/dfdc_train_part_38/tjnlcylcoe.mp4,real
DFDC/dfdc_train_part_38/vtiwviltlz.mp4,real
DFDC/dfdc_train_part_39/yiobxevqad.mp4,real
DFDC/dfdc_train_part_39/slncbitmka.mp4,real
DFDC/dfdc_train_part_4/bkidieecdg.mp4,real
DFDC/dfdc_train_part_4/wlhrjmuycr.mp4,real
DFDC/dfdc_train_part_40/wrcuqngerf.mp4,real
DFDC/dfdc_train_part_40/bdnesbbphy.mp4,real
DFDC/dfdc_train_part_41/osffneskka.mp4,real
DFDC/dfdc_train_part_41/ninnmxlimr.mp4,real
DFDC/dfdc_train_part_42/cozslsoswi.mp4,real
DFDC/dfdc_train_part_42/gbpymmkcbw.mp4,real
DFDC/dfdc_train_part_43/rswrkccemc.mp4,real
DFDC/dfdc_train_part_43/npermerlix.mp4,real
DFDC/dfdc_train_part_44/hazcvdjzyf.mp4,real
DFDC/dfdc_train_part_44/yudfbdidar.mp4,real
DFDC/dfdc_train_part_45/dbvdymdpym.mp4,real
DFDC/dfdc_train_part_45/encvnokybd.mp4,real
DFDC/dfdc_train_part_46/cwjguxtovt.mp4,real
DFDC/dfdc_train_part_46/qbazbfwwfr.mp4,real
DFDC/dfdc_train_part_47/pkoadvlpga.mp4,real
DFDC/dfdc_train_part_47/pftftfvqoa.mp4,real
DFDC/dfdc_train_part_48/topxckuyhd.mp4,real
DFDC/dfdc_train_part_48/tkakcsqqyv.mp4,real
DFDC/dfdc_train_part_49/wugkgprala.mp4,real
DFDC/dfdc_train_part_49/psbxinwmzi.mp4,real
DFDC/dfdc_train_part_5/xqfvnauoid.mp4,real
DFDC/dfdc_train_part_5/gplgurohus.mp4,real
DFDC/dfdc_train_part_6/feihhdwmcu.mp4,real
DFDC/dfdc_train_part_6/uunealgwvj.mp4,real
DFDC/dfdc_train_part_7/xncqpmoabm.mp4,real
DFDC/dfdc_train_part_7/fxtrbrdcgo.mp4,real
DFDC/dfdc_train_part_8/xmfcxuikuw.mp4,real
DFDC/dfdc_train_part_8/ugqeuxruef.mp4,real
DFDC/dfdc_train_part_9/wznwraryji.mp4,real
DFDC/dfdc_train_part_9/nznptkguft.mp4,real
